Product_Code,Warehouse,Product_Category,Date,Order_Demand
Product_1417,Whse_A,Category_019,2012/4/19,400
Product_1419,Whse_A,Category_019,2012/4/19,400
Product_1420,Whse_A,Category_019,2012/4/19,600
Product_1424,Whse_A,Category_019,2012/4/19,400
Product_1481,Whse_A,Category_019,2012/4/26,1000
Product_1481,Whse_A,Category_019,2012/6/14,1000
Product_1481,Whse_A,Category_019,2012/7/6,1000
Product_1535,Whse_A,Category_019,2012/10/10,100
Product_1410,Whse_A,Category_019,2012/11/15,400
Product_1417,Whse_A,Category_019,2012/11/15,600
Product_1410,Whse_A,Category_019,2012/12/12,600
Product_1535,Whse_A,Category_019,2012/12/12,100
Product_1656,Whse_A,Category_026,2012/6/14,84
Product_1672,Whse_A,Category_026,2012/7/4,15
Product_0643,Whse_A,Category_028,2012/7/11,2
Product_0308,Whse_A,Category_024,2012/6/25,6
Product_0308,Whse_A,Category_024,2012/6/29,(6)
Product_2168,Whse_A,Category_024,2012/7/3,8
Product_1496,Whse_A,Category_019,2012/6/1,(1450)
Product_1299,Whse_A,Category_019,2012/10/24,200
Product_1775,Whse_A,Category_010,2012/3/8,20
Product_1775,Whse_A,Category_010,2012/4/19,4
Product_1778,Whse_A,Category_010,2012/7/25,8
Product_1777,Whse_A,Category_010,2012/8/20,3
Product_1777,Whse_A,Category_010,2012/9/6,10
Product_0125,Whse_A,Category_011,2012/9/18,10
Product_0318,Whse_A,Category_011,2012/9/18,5
Product_0318,Whse_A,Category_011,2012/11/22,21
Product_0496,Whse_A,Category_015,2012/6/18,0
Product_0150,Whse_A,Category_015,2012/1/18,2
Product_0496,Whse_A,Category_015,2012/6/1,(5)
Product_0496,Whse_A,Category_015,2012/6/18,0
Product_0150,Whse_A,Category_015,2012/9/24,1
Product_0463,Whse_A,Category_015,2012/9/24,3
Product_0458,Whse_A,Category_015,2012/10/11,2
Product_0453,Whse_A,Category_015,2012/11/20,8
Product_0505,Whse_A,Category_015,2012/11/23,10
Product_0496,Whse_A,Category_015,2012/12/10,1
Product_0512,Whse_A,Category_022,2012/1/30,288
Product_0516,Whse_A,Category_022,2012/1/30,46
Product_0533,Whse_A,Category_022,2012/1/30,10
Product_0533,Whse_A,Category_022,2012/2/7,14
Product_0533,Whse_A,Category_022,2012/2/8,2
Product_0516,Whse_A,Category_022,2012/2/9,1
Product_0516,Whse_A,Category_022,2012/2/13,6
Product_0512,Whse_A,Category_022,2012/4/30,(18)
Product_0533,Whse_A,Category_022,2012/7/10,2
Product_0512,Whse_A,Category_022,2012/7/26,(288)
Product_0516,Whse_A,Category_022,2012/7/26,(10)
Product_0533,Whse_A,Category_022,2012/7/26,(32)
Product_0512,Whse_A,Category_022,2012/8/10,(546)
Product_0516,Whse_A,Category_022,2012/8/10,(337)
Product_1180,Whse_A,Category_003,2012/3/30,0
Product_0200,Whse_A,Category_007,2012/6/18,0
Product_0211,Whse_A,Category_007,2012/1/29,111
Product_0232,Whse_A,Category_007,2012/2/3,1
Product_0365,Whse_A,Category_007,2012/2/3,1
Product_0412,Whse_A,Category_007,2012/2/3,1
Product_0211,Whse_A,Category_007,2012/2/14,24
Product_0172,Whse_A,Category_007,2012/4/11,1
Product_0200,Whse_A,Category_007,2012/6/1,(1815)
Product_0200,Whse_A,Category_007,2012/6/18,0
Product_0365,Whse_A,Category_007,2012/6/29,2
Product_0190,Whse_A,Category_007,2012/8/27,30
Product_0206,Whse_A,Category_007,2012/9/4,50
Product_0206,Whse_A,Category_007,2012/9/4,50
Product_0206,Whse_A,Category_007,2012/9/7,(50)
Product_0206,Whse_A,Category_007,2012/9/14,80
Product_0228,Whse_A,Category_007,2012/9/26,160
Product_0634,Whse_A,Category_007,2012/9/26,10
Product_0636,Whse_A,Category_007,2012/9/26,50
Product_0634,Whse_A,Category_007,2012/9/27,50
Product_0206,Whse_A,Category_007,2012/10/8,100
Product_0365,Whse_A,Category_007,2012/10/10,10
Product_0206,Whse_A,Category_007,2012/10/30,150
Product_0365,Whse_A,Category_007,2012/11/12,3
Product_0202,Whse_A,Category_007,2012/11/15,36
Product_0204,Whse_A,Category_007,2012/11/15,136
Product_0210,Whse_A,Category_007,2012/11/15,36
Product_0204,Whse_A,Category_007,2012/11/22,64
Product_0206,Whse_A,Category_007,2012/11/30,70
Product_2132,Whse_A,Category_009,2012/6/18,0
Product_2128,Whse_A,Category_009,2012/6/29,0
Product_2124,Whse_A,Category_009,2012/4/26,1
Product_2132,Whse_A,Category_009,2012/5/30,(1131)
Product_2128,Whse_A,Category_009,2012/5/30,(340)
Product_2128,Whse_A,Category_009,2012/5/30,(831)
Product_2128,Whse_A,Category_009,2012/5/30,(329)
Product_2132,Whse_A,Category_009,2012/6/18,0
Product_2128,Whse_A,Category_009,2012/7/26,50
Product_2128,Whse_A,Category_009,2012/8/7,80
Product_2130,Whse_A,Category_009,2012/8/27,2
Product_2136,Whse_A,Category_009,2012/8/27,30
Product_2142,Whse_A,Category_009,2012/8/27,7
Product_2142,Whse_A,Category_009,2012/8/27,23
Product_2132,Whse_A,Category_009,2012/10/8,200
Product_0123,Whse_A,Category_021,2012/6/18,0
Product_0123,Whse_A,Category_021,2012/6/29,0
Product_0342,Whse_A,Category_021,2012/1/20,1
Product_0293,Whse_A,Category_021,2012/3/6,50
Product_2053,Whse_A,Category_021,2012/3/6,100
Product_0288,Whse_A,Category_021,2012/3/30,20
Product_0288,Whse_A,Category_021,2012/4/10,180
Product_1676,Whse_A,Category_021,2012/4/10,(5)
Product_2056,Whse_A,Category_021,2012/4/16,2
Product_0136,Whse_A,Category_021,2012/5/1,10
Product_2054,Whse_A,Category_021,2012/5/9,24
Product_0121,Whse_A,Category_021,2012/5/9,50
Product_2053,Whse_A,Category_021,2012/5/15,100
Product_0123,Whse_A,Category_021,2012/6/1,(1820)
Product_0123,Whse_A,Category_021,2012/5/30,(2000)
Product_0293,Whse_A,Category_021,2012/5/31,10
Product_0293,Whse_A,Category_021,2012/6/5,30
Product_0325,Whse_A,Category_021,2012/6/7,1
Product_0288,Whse_A,Category_021,2012/6/13,200
Product_0123,Whse_A,Category_021,2012/6/18,0
Product_0169,Whse_A,Category_021,2012/6/19,10
Product_0293,Whse_A,Category_021,2012/7/18,10
Product_0293,Whse_A,Category_021,2012/7/25,100
Product_0293,Whse_A,Category_021,2012/7/26,10
Product_0287,Whse_A,Category_021,2012/8/20,60
Product_0342,Whse_A,Category_021,2012/8/20,1
Product_0130,Whse_A,Category_021,2012/8/21,17
Product_0353,Whse_A,Category_021,2012/9/25,10
Product_2058,Whse_A,Category_021,2012/9/26,30
Product_2058,Whse_A,Category_021,2012/9/26,20
Product_2059,Whse_A,Category_021,2012/9/26,10
Product_2059,Whse_A,Category_021,2012/9/26,10
Product_0293,Whse_A,Category_021,2012/10/15,50
Product_2052,Whse_A,Category_021,2012/10/15,180
Product_2053,Whse_A,Category_021,2012/10/30,50
Product_0121,Whse_A,Category_021,2012/11/15,400
Product_0333,Whse_A,Category_021,2012/11/15,1
Product_2051,Whse_A,Category_021,2012/11/22,45
Product_0293,Whse_A,Category_021,2012/11/23,20
Product_1892,Whse_A,Category_021,2012/11/26,(28)
Product_2056,Whse_A,Category_021,2012/11/26,(9)
Product_0131,Whse_A,Category_021,2012/11/28,15
Product_0121,Whse_A,Category_021,2012/12/10,40
Product_0311,Whse_A,Category_024,2012/6/18,0
Product_1807,Whse_A,Category_024,2012/1/31,1
Product_1847,Whse_A,Category_024,2012/2/6,200
Product_2168,Whse_A,Category_024,2012/2/16,19
Product_1847,Whse_A,Category_024,2012/3/27,100
Product_0308,Whse_A,Category_024,2012/3/30,2
Product_1807,Whse_A,Category_024,2012/4/2,5
Product_0308,Whse_A,Category_024,2012/4/24,2
Product_1847,Whse_A,Category_024,2012/4/24,200
Product_1807,Whse_A,Category_024,2012/4/30,2
Product_2168,Whse_A,Category_024,2012/5/7,30
Product_1847,Whse_A,Category_024,2012/5/9,300
Product_1807,Whse_A,Category_024,2012/5/17,4
Product_0311,Whse_A,Category_024,2012/5/30,(12)
Product_0308,Whse_A,Category_024,2012/6/13,4
Product_0311,Whse_A,Category_024,2012/6/18,0
Product_1847,Whse_A,Category_024,2012/6/25,100
Product_0308,Whse_A,Category_024,2012/8/8,2
Product_2167,Whse_A,Category_024,2012/8/20,2
Product_2167,Whse_A,Category_024,2012/8/20,1
Product_2167,Whse_A,Category_024,2012/8/30,15
Product_1847,Whse_A,Category_024,2012/9/18,400
Product_0308,Whse_A,Category_024,2012/10/3,30
Product_0320,Whse_A,Category_024,2012/11/26,(1400)
Product_2169,Whse_A,Category_024,2012/12/6,5
Product_2168,Whse_A,Category_024,2012/12/10,7
Product_1792,Whse_A,Category_024,2012/12/10,3
Product_1959,Whse_A,Category_029,2012/6/12,10
Product_1846,Whse_A,Category_006,2012/5/8,1000
Product_0936,Whse_A,Category_006,2012/9/27,2500
Product_1003,Whse_A,Category_006,2012/11/20,100
Product_0319,Whse_A,Category_017,2012/11/26,(10)
Product_1800,Whse_A,Category_017,2012/11/26,(9)
Product_1918,Whse_A,Category_018,2012/10/11,1
Product_1519,Whse_A,Category_019,2012/3/16,100
Product_1392,Whse_A,Category_019,2012/12/17,200
Product_0422,Whse_A,Category_019,2012/1/9,400
Product_1496,Whse_A,Category_019,2012/1/9,400
Product_0422,Whse_A,Category_019,2012/1/9,0
Product_1496,Whse_A,Category_019,2012/1/17,0
Product_1513,Whse_A,Category_019,2012/1/12,1500
Product_1541,Whse_A,Category_019,2012/1/12,1500
Product_1513,Whse_A,Category_019,2012/1/13,0
Product_1541,Whse_A,Category_019,2012/1/13,0
Product_1461,Whse_A,Category_019,2012/1/17,150
Product_1461,Whse_A,Category_019,2012/1/18,0
Product_0417,Whse_A,Category_019,2012/1/20,300
Product_1541,Whse_A,Category_019,2012/2/26,1000
Product_1541,Whse_A,Category_019,2012/2/27,0
Product_0422,Whse_A,Category_019,2012/3/14,500
Product_1416,Whse_A,Category_019,2012/3/14,300
Product_1419,Whse_A,Category_019,2012/3/14,300
Product_1422,Whse_A,Category_019,2012/3/14,500
Product_1427,Whse_A,Category_019,2012/3/14,600
Product_0422,Whse_A,Category_019,2012/3/15,0
Product_1416,Whse_A,Category_019,2012/3/15,0
Product_1419,Whse_A,Category_019,2012/3/15,0
Product_1422,Whse_A,Category_019,2012/3/15,0
Product_1385,Whse_A,Category_019,2012/3/20,150
Product_1419,Whse_A,Category_019,2012/3/20,600
Product_1563,Whse_A,Category_019,2012/3/20,100
Product_1385,Whse_A,Category_019,2012/3/21,0
Product_1419,Whse_A,Category_019,2012/3/21,0
Product_1416,Whse_A,Category_019,2012/4/3,300
Product_1421,Whse_A,Category_019,2012/4/3,600
Product_1424,Whse_A,Category_019,2012/4/3,400
Product_1416,Whse_A,Category_019,2012/4/3,0
Product_1421,Whse_A,Category_019,2012/4/3,0
Product_1424,Whse_A,Category_019,2012/4/3,0
Product_1419,Whse_A,Category_019,2012/4/11,1800
Product_1423,Whse_A,Category_019,2012/4/11,1800
Product_1424,Whse_A,Category_019,2012/4/11,1800
Product_1419,Whse_A,Category_019,2012/4/13,0
Product_1423,Whse_A,Category_019,2012/4/13,0
Product_1424,Whse_A,Category_019,2012/4/13,0
Product_0422,Whse_A,Category_019,2012/4/16,1000
Product_0422,Whse_A,Category_019,2012/4/16,0
Product_1416,Whse_A,Category_019,2012/4/18,400
Product_1421,Whse_A,Category_019,2012/4/18,800
Product_1438,Whse_A,Category_019,2012/4/18,1000
Product_1441,Whse_A,Category_019,2012/4/18,1000
Product_1445,Whse_A,Category_019,2012/4/18,1000
Product_1448,Whse_A,Category_019,2012/4/18,1000
Product_1416,Whse_A,Category_019,2012/4/18,0
Product_1421,Whse_A,Category_019,2012/4/18,0
Product_1438,Whse_A,Category_019,2012/4/18,0
Product_1445,Whse_A,Category_019,2012/4/18,0
Product_1284,Whse_A,Category_019,2012/4/27,800
Product_1496,Whse_A,Category_019,2012/4/27,300
Product_1284,Whse_A,Category_019,2012/4/30,0
Product_1496,Whse_A,Category_019,2012/4/30,0
Product_1419,Whse_A,Category_019,2012/5/18,1300
Product_1419,Whse_A,Category_019,2012/5/21,0
Product_1513,Whse_A,Category_019,2012/5/28,1000
Product_1513,Whse_A,Category_019,2012/5/29,0
Product_1416,Whse_A,Category_019,2012/6/1,800
Product_1420,Whse_A,Category_019,2012/6/1,600
Product_1416,Whse_A,Category_019,2012/6/1,0
Product_1420,Whse_A,Category_019,2012/6/1,0
Product_1424,Whse_A,Category_019,2012/6/5,1300
Product_1424,Whse_A,Category_019,2012/6/5,0
Product_1365,Whse_A,Category_019,2012/6/7,300
Product_1496,Whse_A,Category_019,2012/6/7,450
Product_1365,Whse_A,Category_019,2012/6/7,0
Product_1496,Whse_A,Category_019,2012/6/7,0
Product_1365,Whse_A,Category_019,2012/8/14,200
Product_1388,Whse_A,Category_019,2012/8/14,600
Product_1513,Whse_A,Category_019,2012/8/14,1000
Product_1365,Whse_A,Category_019,2012/8/14,0
Product_1388,Whse_A,Category_019,2012/8/14,0
Product_1513,Whse_A,Category_019,2012/8/14,0
Product_1365,Whse_A,Category_019,2012/8/16,400
Product_1496,Whse_A,Category_019,2012/8/16,250
Product_1365,Whse_A,Category_019,2012/8/16,0
Product_1496,Whse_A,Category_019,2012/8/16,0
Product_0425,Whse_A,Category_019,2012/8/17,400
Product_1388,Whse_A,Category_019,2012/8/17,200
Product_1513,Whse_A,Category_019,2012/8/17,400
Product_0425,Whse_A,Category_019,2012/8/17,0
Product_1388,Whse_A,Category_019,2012/8/17,0
Product_1513,Whse_A,Category_019,2012/8/17,0
Product_1416,Whse_A,Category_019,2012/8/29,300
Product_1420,Whse_A,Category_019,2012/8/29,400
Product_1421,Whse_A,Category_019,2012/8/29,400
Product_1422,Whse_A,Category_019,2012/8/29,700
Product_1424,Whse_A,Category_019,2012/8/29,400
Product_1427,Whse_A,Category_019,2012/8/29,400
Product_1416,Whse_A,Category_019,2012/8/30,0
Product_1420,Whse_A,Category_019,2012/8/30,0
Product_1421,Whse_A,Category_019,2012/8/30,0
Product_1422,Whse_A,Category_019,2012/8/30,0
Product_1424,Whse_A,Category_019,2012/8/30,0
Product_1496,Whse_A,Category_019,2012/9/7,500
Product_1496,Whse_A,Category_019,2012/9/7,0
Product_1541,Whse_A,Category_019,2012/9/18,2300
Product_1541,Whse_A,Category_019,2012/9/18,0
Product_1420,Whse_A,Category_019,2012/9/21,800
Product_1423,Whse_A,Category_019,2012/9/21,800
Product_1420,Whse_A,Category_019,2012/9/21,0
Product_1423,Whse_A,Category_019,2012/9/21,0
Product_1541,Whse_A,Category_019,2012/10/5,1000
Product_1541,Whse_A,Category_019,2012/10/5,0
Product_1416,Whse_A,Category_019,2012/11/8,1000
Product_1419,Whse_A,Category_019,2012/11/8,800
Product_1420,Whse_A,Category_019,2012/11/8,900
Product_1422,Whse_A,Category_019,2012/11/8,1200
Product_1423,Whse_A,Category_019,2012/11/8,1200
Product_1424,Whse_A,Category_019,2012/11/8,800
Product_1427,Whse_A,Category_019,2012/11/8,100
Product_1416,Whse_A,Category_019,2012/11/8,0
Product_1419,Whse_A,Category_019,2012/11/14,0
Product_1420,Whse_A,Category_019,2012/11/8,0
Product_1422,Whse_A,Category_019,2012/11/8,0
Product_1423,Whse_A,Category_019,2012/11/8,0
Product_1424,Whse_A,Category_019,2012/11/8,0
Product_0422,Whse_A,Category_019,2012/11/12,300
Product_1541,Whse_A,Category_019,2012/11/12,1200
Product_0422,Whse_A,Category_019,2012/11/13,0
Product_1541,Whse_A,Category_019,2012/11/13,0
Product_1461,Whse_A,Category_019,2012/11/29,600
Product_1461,Whse_A,Category_019,2012/11/29,0
Product_1427,Whse_A,Category_019,2012/12/7,100
Product_1496,Whse_A,Category_019,2012/12/7,300
Product_1496,Whse_A,Category_019,2012/12/7,0
Product_1496,Whse_A,Category_019,2012/12/18,250
Product_1513,Whse_A,Category_019,2012/12/18,700
Product_1496,Whse_A,Category_019,2012/12/19,0
Product_1513,Whse_A,Category_019,2012/12/19,0
Product_0984,Whse_A,Category_028,2012/6/28,400
Product_0984,Whse_A,Category_028,2012/10/3,300
Product_0984,Whse_A,Category_028,2012/11/27,300
Product_0979,Whse_A,Category_028,2012/12/3,200
Product_0984,Whse_A,Category_028,2012/12/3,300
Product_2113,Whse_A,Category_009,2012/11/22,10
Product_1807,Whse_A,Category_024,2012/8/20,2
Product_1705,Whse_A,Category_026,2012/2/7,10
Product_1705,Whse_A,Category_026,2012/3/2,30
Product_1825,Whse_A,Category_006,2012/11/22,2500
Product_1846,Whse_A,Category_006,2012/11/22,1000
Product_0471,Whse_A,Category_015,2011/12/21,(2)
Product_0302,Whse_A,Category_015,2012/9/21,6
Product_0302,Whse_A,Category_015,2012/12/19,2
Product_0302,Whse_A,Category_015,2012/12/21,5
Product_0211,Whse_A,Category_007,2012/2/9,20
Product_0635,Whse_A,Category_007,2012/3/5,100
Product_0635,Whse_A,Category_007,2012/6/21,(100)
Product_0634,Whse_A,Category_007,2012/6/21,(10)
Product_2109,Whse_A,Category_009,2012/3/5,25
Product_2111,Whse_A,Category_009,2012/3/5,75
Product_2112,Whse_A,Category_009,2012/3/5,6
Product_0486,Whse_A,Category_013,2012/8/15,(22)
Product_2054,Whse_A,Category_021,2012/2/2,4
Product_2053,Whse_A,Category_021,2012/2/2,(4)
Product_0136,Whse_A,Category_021,2012/4/4,3
Product_0136,Whse_A,Category_021,2012/12/19,2
Product_0308,Whse_A,Category_024,2012/2/2,4
Product_0308,Whse_A,Category_024,2012/3/5,5
Product_2164,Whse_A,Category_024,2012/6/21,(13)
Product_0936,Whse_A,Category_006,2012/7/2,2500
Product_0643,Whse_A,Category_028,2012/8/24,1
Product_0998,Whse_A,Category_028,2012/8/24,100
Product_1000,Whse_A,Category_028,2012/8/24,50
Product_1002,Whse_A,Category_028,2012/8/24,50
Product_1584,Whse_A,Category_031,2012/7/19,1
Product_1585,Whse_A,Category_031,2012/8/24,3
Product_1585,Whse_A,Category_031,2012/11/27,2
Product_0413,Whse_A,Category_019,2012/2/3,500
Product_0418,Whse_A,Category_019,2012/2/3,500
Product_0422,Whse_A,Category_019,2012/2/3,500
Product_0425,Whse_A,Category_019,2012/2/3,500
Product_0418,Whse_A,Category_019,2012/7/13,500
Product_0422,Whse_A,Category_019,2012/7/13,500
Product_0424,Whse_A,Category_019,2012/7/13,2000
Product_1392,Whse_A,Category_019,2012/7/13,100
Product_1421,Whse_A,Category_019,2012/1/10,2000
Product_1422,Whse_A,Category_019,2012/1/10,2000
Product_1423,Whse_A,Category_019,2012/1/10,3000
Product_1421,Whse_A,Category_019,2012/6/26,700
Product_1422,Whse_A,Category_019,2012/6/26,600
Product_1423,Whse_A,Category_019,2012/6/26,500
Product_0642,Whse_A,Category_019,2012/7/13,2
Product_1421,Whse_A,Category_019,2012/7/19,1000
Product_1422,Whse_A,Category_019,2012/7/19,1000
Product_1423,Whse_A,Category_019,2012/8/21,2000
Product_1421,Whse_A,Category_019,2012/9/19,500
Product_1422,Whse_A,Category_019,2012/9/19,500
Product_1421,Whse_A,Category_019,2012/9/25,2000
Product_1422,Whse_A,Category_019,2012/9/25,2000
Product_1423,Whse_A,Category_019,2012/9/25,2000
Product_0973,Whse_A,Category_028,2012/6/26,100
Product_0202,Whse_A,Category_007,2012/5/11,44
Product_0202,Whse_A,Category_007,2012/8/15,100
Product_0200,Whse_A,Category_007,2012/12/20,100
Product_0211,Whse_A,Category_007,2012/12/20,50
Product_0121,Whse_A,Category_021,2012/5/11,20
Product_0293,Whse_A,Category_021,2012/8/15,20
Product_2167,Whse_A,Category_024,2012/5/31,1
Product_2167,Whse_A,Category_024,2012/6/5,3
Product_2167,Whse_A,Category_024,2012/6/13,4
Product_2167,Whse_A,Category_024,2012/7/9,65
Product_2167,Whse_A,Category_024,2012/8/8,1
Product_2167,Whse_A,Category_024,2012/8/14,5
Product_2167,Whse_A,Category_024,2012/8/31,5
Product_1957,Whse_A,Category_029,2012/2/2,(40)
Product_1958,Whse_A,Category_029,2012/2/2,(40)
Product_1959,Whse_A,Category_029,2012/2/2,(10)
Product_1960,Whse_A,Category_029,2012/2/2,(6)
Product_1772,Whse_A,Category_024,2012/4/3,1
Product_0200,Whse_A,Category_007,2012/1/17,32
Product_0364,Whse_A,Category_021,2012/1/17,2
Product_0200,Whse_A,Category_007,2012/9/12,16
Product_0228,Whse_A,Category_007,2012/10/15,2
Product_0228,Whse_A,Category_007,2012/10/16,4
Product_0228,Whse_A,Category_007,2012/11/14,20
Product_0349,Whse_A,Category_021,2012/9/12,1
Product_2053,Whse_A,Category_021,2012/10/16,1
Product_2053,Whse_A,Category_021,2012/11/8,1
Product_1772,Whse_A,Category_024,2012/9/28,1
Product_1772,Whse_A,Category_024,2012/10/15,1
Product_1584,Whse_A,Category_031,2012/10/15,2
Product_1250,Whse_A,Category_019,2012/1/18,500
Product_1299,Whse_A,Category_019,2012/1/18,500
Product_1410,Whse_A,Category_019,2012/1/18,500
Product_1470,Whse_A,Category_019,2012/1/18,500
Product_1513,Whse_A,Category_019,2012/1/18,500
Product_1250,Whse_A,Category_019,2012/2/22,500
Product_1513,Whse_A,Category_019,2012/2/22,500
Product_1518,Whse_A,Category_019,2012/3/8,200
Product_1284,Whse_A,Category_019,2012/4/12,1000
Product_1410,Whse_A,Category_019,2012/4/12,1000
Product_1250,Whse_A,Category_019,2012/4/19,500
Product_1299,Whse_A,Category_019,2012/4/19,400
Product_1470,Whse_A,Category_019,2012/4/19,200
Product_1513,Whse_A,Category_019,2012/4/19,300
Product_1470,Whse_A,Category_019,2012/4/24,400
Product_1539,Whse_A,Category_019,2012/4/24,200
Product_1250,Whse_A,Category_019,2012/5/30,300
Product_1410,Whse_A,Category_019,2012/5/30,500
Product_1470,Whse_A,Category_019,2012/5/30,500
Product_1250,Whse_A,Category_019,2012/12/18,400
Product_1410,Whse_A,Category_019,2012/12/18,200
Product_1470,Whse_A,Category_019,2012/12/18,200
Product_1539,Whse_A,Category_019,2012/12/18,200
Product_1669,Whse_A,Category_026,2012/2/1,20
Product_1672,Whse_A,Category_026,2012/2/1,6
Product_1669,Whse_A,Category_026,2012/2/22,30
Product_1671,Whse_A,Category_026,2012/5/16,5
Product_1669,Whse_A,Category_026,2012/7/25,20
Product_0979,Whse_A,Category_028,2012/9/28,200
Product_1672,Whse_A,Category_026,2012/3/1,20
Product_2167,Whse_A,Category_024,2012/11/21,3
Product_0417,Whse_A,Category_019,2012/3/8,400
Product_1419,Whse_A,Category_019,2012/3/8,600
Product_1416,Whse_A,Category_019,2012/2/21,400
Product_1423,Whse_A,Category_019,2012/2/21,600
Product_1416,Whse_A,Category_019,2012/2/21,0
Product_1423,Whse_A,Category_019,2012/2/21,0
Product_1416,Whse_A,Category_019,2012/3/7,900
Product_1419,Whse_A,Category_019,2012/3/7,1300
Product_1420,Whse_A,Category_019,2012/3/7,700
Product_1421,Whse_A,Category_019,2012/3/7,1200
Product_1422,Whse_A,Category_019,2012/3/7,300
Product_1423,Whse_A,Category_019,2012/3/7,800
Product_1424,Whse_A,Category_019,2012/3/7,1200
Product_1416,Whse_A,Category_019,2012/3/7,0
Product_1419,Whse_A,Category_019,2012/3/7,0
Product_1420,Whse_A,Category_019,2012/3/7,0
Product_1421,Whse_A,Category_019,2012/3/7,0
Product_1422,Whse_A,Category_019,2012/3/7,0
Product_1423,Whse_A,Category_019,2012/3/7,0
Product_1424,Whse_A,Category_019,2012/3/7,0
Product_1420,Whse_A,Category_019,2012/4/11,700
Product_1422,Whse_A,Category_019,2012/4/11,300
Product_1420,Whse_A,Category_019,2012/5/1,0
Product_1422,Whse_A,Category_019,2012/4/11,0
Product_1836,Whse_A,Category_031,2012/8/15,1
Product_1836,Whse_A,Category_031,2012/9/5,0
Product_1416,Whse_A,Category_019,2012/2/8,1000
Product_1419,Whse_A,Category_019,2012/2/8,2000
Product_1420,Whse_A,Category_019,2012/2/8,900
Product_1416,Whse_A,Category_019,2012/2/8,0
Product_1419,Whse_A,Category_019,2012/2/8,0
Product_1420,Whse_A,Category_019,2012/2/8,0
Product_1669,Whse_A,Category_026,2012/2/15,20
Product_0318,Whse_A,Category_011,2012/12/3,30
Product_0213,Whse_A,Category_007,2012/1/20,10
Product_0204,Whse_A,Category_007,2012/1/20,50
Product_0204,Whse_A,Category_007,2012/2/8,50
Product_0200,Whse_A,Category_007,2012/2/14,50
Product_0200,Whse_A,Category_007,2012/4/20,50
Product_0189,Whse_A,Category_007,2012/4/30,100
Product_0204,Whse_A,Category_007,2012/5/23,50
Product_0204,Whse_A,Category_007,2012/5/24,50
Product_0211,Whse_A,Category_007,2012/5/24,50
Product_0200,Whse_A,Category_007,2012/6/15,50
Product_0204,Whse_A,Category_007,2012/7/12,50
Product_0189,Whse_A,Category_007,2012/7/12,150
Product_0189,Whse_A,Category_007,2012/8/6,100
Product_0189,Whse_A,Category_007,2012/8/10,100
Product_0204,Whse_A,Category_007,2012/8/13,100
Product_0189,Whse_A,Category_007,2012/8/16,50
Product_0412,Whse_A,Category_007,2012/8/16,6
Product_0200,Whse_A,Category_007,2012/8/22,50
Product_0211,Whse_A,Category_007,2012/8/22,50
Product_0190,Whse_A,Category_007,2012/9/14,100
Product_0190,Whse_A,Category_007,2012/9/26,100
Product_0190,Whse_A,Category_007,2012/10/22,100
Product_0190,Whse_A,Category_007,2012/10/24,200
Product_0172,Whse_A,Category_007,2012/12/3,10
Product_0190,Whse_A,Category_007,2012/12/4,50
Product_0190,Whse_A,Category_007,2012/12/13,50
Product_2128,Whse_A,Category_009,2012/10/17,80
Product_2132,Whse_A,Category_009,2012/10/17,60
Product_2138,Whse_A,Category_009,2012/10/17,40
Product_2144,Whse_A,Category_009,2012/10/17,30
Product_0293,Whse_A,Category_021,2012/1/20,40
Product_2055,Whse_A,Category_021,2012/2/8,1
Product_0349,Whse_A,Category_021,2012/4/30,40
Product_0293,Whse_A,Category_021,2012/5/24,100
Product_0123,Whse_A,Category_021,2012/6/15,100
Product_0349,Whse_A,Category_021,2012/8/6,45
Product_2052,Whse_A,Category_021,2012/8/7,40
Product_0349,Whse_A,Category_021,2012/8/27,20
Product_0349,Whse_A,Category_021,2012/9/14,20
Product_0333,Whse_A,Category_021,2012/10/17,15
Product_1891,Whse_A,Category_021,2012/10/17,30
Product_0349,Whse_A,Category_021,2012/10/22,20
Product_0349,Whse_A,Category_021,2012/10/26,20
Product_2055,Whse_A,Category_021,2012/10/29,2
Product_2055,Whse_A,Category_021,2012/11/5,3
Product_0288,Whse_A,Category_021,2012/11/23,100
Product_0293,Whse_A,Category_021,2012/11/30,40
Product_1094,Whse_A,Category_024,2012/3/15,6
Product_2166,Whse_A,Category_024,2012/5/23,2
Product_1792,Whse_A,Category_024,2012/7/24,1
Product_2167,Whse_A,Category_024,2012/10/10,5
Product_1960,Whse_A,Category_029,2012/1/20,2
Product_1959,Whse_A,Category_029,2012/8/9,10
Product_1960,Whse_A,Category_029,2012/8/9,2
Product_0937,Whse_A,Category_006,2012/12/3,1000
Product_0951,Whse_A,Category_018,2012/7/12,2
Product_0951,Whse_A,Category_018,2012/8/27,2
Product_0951,Whse_A,Category_018,2012/9/14,2
Product_1503,Whse_A,Category_019,2012/4/18,5000
Product_1503,Whse_A,Category_019,2012/8/27,1000
Product_1503,Whse_A,Category_019,2012/10/29,4000
Product_1661,Whse_A,Category_026,2012/4/18,6
Product_1672,Whse_A,Category_026,2012/4/18,15
Product_1716,Whse_A,Category_026,2012/6/15,20
Product_0643,Whse_A,Category_028,2012/7/30,1
Product_1815,Whse_A,Category_031,2012/2/26,10
Product_1816,Whse_A,Category_031,2012/2/26,5
Product_1815,Whse_A,Category_031,2012/5/15,10
